file,buffer,inventory,manual,region,nglac,agree,fpos,fneg
05_greenland_periphery_global_song2025_automated.csv,0,song2025,286.0,05,319.0,0.34265734265734266,0.7727272727272727,0.6573426573426573
05_greenland_periphery_global_zhang2024_automated.csv,0,zhang2024,288.0,05,304.0,0.2534722222222222,0.8020833333333334,0.7465277777777778
06_iceland_global_shugar2020_automated.csv,0,shugar2020,14.0,06,7.0,0.35714285714285715,0.14285714285714285,0.6428571428571429
06_iceland_global_song2025_automated.csv,0,song2025,14.0,06,18.0,0.7142857142857143,0.5714285714285714,0.2857142857142857
06_iceland_global_zhang2024_automated.csv,0,zhang2024,14.0,06,5.0,0.35714285714285715,0.0,0.6428571428571429
07_svalbard_jan_mayen_global_shugar2020_automated.csv,0,shugar2020,60.0,07,0.0,0.0,0.0,1.0
07_svalbard_jan_mayen_global_song2025_automated.csv,0,song2025,60.0,07,0.0,0.0,0.0,1.0
07_svalbard_jan_mayen_global_zhang2024_automated.csv,0,zhang2024,60.0,07,6.0,0.06666666666666667,0.03333333333333333,0.9333333333333333
08_scandinavia_global_shugar2020_automated.csv,0,shugar2020,227.0,08,66.0,0.16299559471365638,0.1277533039647577,0.8370044052863436
08_scandinavia_global_song2025_automated.csv,0,song2025,227.0,08,244.0,0.6123348017621145,0.46255506607929514,0.3876651982378855
08_scandinavia_global_zhang2024_automated.csv,0,zhang2024,227.0,08,52.0,0.17180616740088106,0.05726872246696035,0.8281938325991189
09_russian_arctic_global_shugar2020_automated.csv,0,shugar2020,32.0,09,11.0,0.25,0.09375,0.75
09_russian_arctic_global_song2025_automated.csv,0,song2025,32.0,09,31.0,0.5625,0.40625,0.4375
09_russian_arctic_global_zhang2024_automated.csv,0,zhang2024,32.0,09,9.0,0.15625,0.125,0.84375
10_north_asia_global_shugar2020_automated.csv,0,shugar2020,69.0,10,18.0,0.10144927536231885,0.15942028985507245,0.8985507246376812
10_north_asia_global_song2025_automated.csv,0,song2025,69.0,10,144.0,0.6521739130434783,1.434782608695652,0.34782608695652173
10_north_asia_global_zhang2024_automated.csv,0,zhang2024,69.0,10,44.0,0.2753623188405797,0.36231884057971014,0.7246376811594203
11_central_europe_global_shugar2020_automated.csv,0,shugar2020,66.0,11,5.0,0.07575757575757576,0.0,0.9242424242424242
11_central_europe_global_song2025_automated.csv,0,song2025,66.0,11,45.0,0.4393939393939394,0.24242424242424243,0.5606060606060606
11_central_europe_global_zhang2024_automated.csv,0,zhang2024,66.0,11,3.0,0.015151515151515152,0.030303030303030304,0.9848484848484849
