rgi_id,auto_term,lake_cat,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-09-00151,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00152,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00153,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00154,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00155,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00156,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00157,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00158,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00159,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00160,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00161,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00162,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00163,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00164,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00165,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00166,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00167,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00168,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00169,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00170,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00171,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00172,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00173,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00174,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00175,,0.0,LE07_L1TP_189248_20030726_20200915_02_T1,2003-07-26,,"28,12",
RGI2000-v7.0-G-09-00176,,0.0,LE07_L1TP_189248_20030726_20200915_02_T1,2003-07-26,,"28,12",
RGI2000-v7.0-G-09-00177,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00178,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00179,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00180,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00181,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00182,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00183,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00184,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00185,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00186,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00187,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00188,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00189,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00190,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00191,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00192,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00193,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00194,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00195,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00196,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00197,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00198,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00199,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00200,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00201,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00202,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00203,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00204,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00205,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00206,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00207,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00208,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00209,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00210,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00211,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00212,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00213,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00214,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00215,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00216,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00217,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00218,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00219,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00220,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00221,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00222,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
RGI2000-v7.0-G-09-00223,,0.0,LE07_L1TP_195002_20020717_20200916_02_T1,2002-07-17,,"28,12",
